id,card_no,name_cn,name_jp,craft,card_type,type,rare,from,cost,attack,life,desc_cn,desc_jp,related_card_nos,title,race,drawer,speech
6546,PCS01-043,美里,ミサト,Haven,Follower,プリコネ・フォレスティエ,SL,PCS01,1,2,2,"《UB》《入场曲》将场上的1个护符置于墓场：使自己的主战者《生命值》+2。
----------
【守护】（当这张卡召唤到场上时、或自己的结束阶段中，可以将这张卡横置。只要有「处于横置状态并持有【守护】能力的从者」存在，敌方不能攻击那以外的目标）","UBファンファーレ場のアミュレット1つを墓場に置く：自分のリーダーは体力+2する。
----------
【守護】",,プリンセスコネクト！Re:Dive,,,"私があなたを癒してあげる♪心も体も、全部先生に任せてね。
今だけは何も考えずに、私のぬくもりを感じてていいのよ。"
6547,PCS01-044,捕捉线绳,キャプチャーストリング,Haven,Amulet,プリコネ・カルミナ,SL,PCS01,2,-1,-1,"当这张卡变为横置时，选择敌方的1位主战者或敌方场上的1个从者。给予其1点伤害。
《入场曲》选择敌方场上的1个从者。给予其3点伤害。
《谢幕曲》选择敌方的1位主战者或敌方场上的1个从者。给予其1点伤害。","これがアクトしたとき、相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに1ダメージ。
ファンファーレ相手の場のフォロワー1体を選ぶ。それに3ダメージ。
ラストワード相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに1ダメージ。",,プリンセスコネクト！Re:Dive,,,"騎士さんとの絆が強くなるほどに、私の力も強くなります！
……って、いいですけどちょっと近くないですか？"
6548,PCS01-045,胡桃,クルミ,Haven,Follower,プリコネ・サレンディア救護院,SL,PCS01,1,2,2,《UB》《入场曲》选择敌方场上的1个从者。将其横置。,UBファンファーレ相手の場のフォロワー1体を選ぶ。それをアクトする。,,プリンセスコネクト！Re:Dive,,,"えへへ……お兄ちゃんのおかげでお芝居うまくなりました……！
また練習に付き合ってくださいね。"
6549,PCS01-046,橡子充能,ドングリチャージ,Haven,Amulet,プリコネ・エリザベスパーク,SL,PCS01,1,-1,-1,"当这张卡变为横置时，使自己的主战者《生命值》+1。
《入场曲》查看自己的牌堆顶1张卡。从那之中，可以将1张公主连结类型·卡片公开并加入手牌。","これがアクトしたとき、自分のリーダーは体力+1する。
ファンファーレ自分のデッキの上1枚を見る。その中から、プリコネ・カード1枚を公開して手札に加えてよい。",,プリンセスコネクト！Re:Dive,,,"飲み物よし、食べ物よし！あたしはもう一歩も動かないよ！
ほら、あんたもこっちきな。一緒にゲームするよ。"
6550,PCS01-047,霸瞳皇帝,カイザーインサイト,Neutral,Follower,プリコネ・七冠,SL,PCS01,7,6,6,"《进化》《消费1》：使这张卡进化。
《入场曲》将手牌中的2张公主连结类型·卡片舍弃：抽取2张卡。使敌方的全体玩家，各将自身的2张手牌舍弃。","進化コスト1：これは進化する。
ファンファーレ手札のプリコネ・カード2枚を捨てる：2枚引く。相手プレイヤーすべては、自身の手札2枚を捨てる。",CP04-110,プリンセスコネクト！Re:Dive,,,"私を倒しても、その先には今以上の苦しみがあるのに……。
理解してもなお、あなたは進むのね。"
6551,PCS01-048,公主骑士,プリンセスナイト,Neutral,Follower,プリコネ,SL,PCS01,8,2,2,"《进化》《消费1》：使这张卡进化。
只要有这张卡在场上存在，使自己场上的其他的全体公主连结类型·从者各获得【守护】能力。
《入场曲》将自己的牌堆顶1张卡公开。如果其为公主连结类型·从者卡的话，将其召唤到场上。","進化コスト1：これは進化する。
これが場にいる限り、自分の場の他のプリコネ・フォロワーすべては【守護】を持つ。
ファンファーレ自分のデッキの上1枚を公開する。それがプリコネ・フォロワーなら、それを場に出す。",PCS01-049,プリンセスコネクト！Re:Dive,,,"目覚めし少年は記憶を持たず、力を持たず。
されど無垢なる心がつなぐ絆は、少女の未来を照らさん。"
6552,PCS01-049,公主骑士,プリンセスナイト,Neutral,FollowerEvo,プリコネ,SL,PCS01,-1,3,3,"只要有这张卡在场上存在，使自己场上的其他的全体公主连结类型·从者各获得【守护】能力。
【进化时】选择自己场上的其他的1个公主连结类型·从者。使其《攻击力》+10/《生命值》+10。","これが場にいる限り、自分の場の他のプリコネ・フォロワーすべては【守護】を持つ。
【進化時】自分の場の他のプリコネ・フォロワー1体を選ぶ。それは攻撃力+10/体力+10する。",PCS01-048,プリンセスコネクト！Re:Dive,,,"此処に在りし訳を知らねど、此処で手にした想いを持つ。
勇気と絆の剣は、偽りを穿ち、真なる結末へと導かん。"
6553,PCS01-050,爱梅斯,アメス,Neutral,Follower,プリコネ,SL,PCS01,2,2,2,"《进化》《消费1》：使这张卡进化。
《入场曲》查看自己的牌堆顶1张卡。从那之中，可以将1张公主连结类型·卡片公开并加入手牌。","進化コスト1：これは進化する。
ファンファーレ自分のデッキの上1枚を見る。その中から、プリコネ・カード1枚を公開して手札に加えてよい。",CP04-114,プリンセスコネクト！Re:Dive,,,"ほら、あたしを連れていきなさい。
あんたのそばにいてあげるわ。今度こそ、最後の最後までね。"
6554,PCS01-EP,热闹的餐桌,賑やかな食卓,,Other,-,-,PCS01,-1,-1,-1,,,,プリンセスコネクト！Re:Dive,,,"「ほら、キャルちゃんも食べてみてください♪」
「なんでいつも魔物料理なのよ！」「キャルさま。そう仰らず」"
6185,CP04-001,可可萝,コッコロ,Forest,Follower,プリコネ・美食殿,LG,CP04,1,1,1,"《UB》《入场曲》使自己的主战者《生命值》+1。
----------
《进化》《消费1》：使这张卡进化。
《入场曲》《消费2》：将1张『爱梅斯守护符』卡装备到这张卡。","UBファンファーレ自分のリーダーは体力+1する。
----------
進化コスト1：これは進化する。
ファンファーレコスト2：これは『アメスアミュレット』1枚を装備する。
―――――――――――――――
『アメスアミュレット』エルフプリコネ・美食殿・イクイップメントコスト2これを装備しているフォロワーは「起動これをアクト：自分の場のフォロワーすべては攻撃力+1/体力+1する」を持つ。",CP04-002 CP04-T01,プリンセスコネクト！Re:Dive,,,"主さまにお仕えするのは、お役目だけでなくわたくしの意志。
全力でご奉仕いたします。"
6186,CP04-002,可可萝,コッコロ,Forest,FollowerEvo,プリコネ・美食殿,LG,CP04,-1,2,2,"【进化时】抽取1张卡。
【超进化时】使自己的主战者《生命值》+2。抽取1张卡。","【進化時】1枚引く。
【超進化時】自分のリーダーは体力+2する。1枚引く。",CP04-001,プリンセスコネクト！Re:Dive,,,"見ていてくださいまし、主さま。
わたくし……今なら何でもできそうです……♪"
6187,CP04-003,厄里斯,エリス,Forest,Follower,プリコネ,LG,CP04,4,4,3,"《UB》《起动》将这张卡《横置》：选择自己场上的其他的1个公主连结类型·从者。使其《攻击力》+1/《生命值》+1。如果不包含这个能力，这个回合中自己的《UB》能力已发动3次及以上的话，使其获得【疾驰】能力。
----------
《入场曲》查看自己的牌堆顶4张卡。从那之中，可以将1张公主连结类型·卡片公开并加入手牌。将剩余的卡以任意顺序置于牌堆底。这个回合，下次自己将公主连结类型·卡片使用之际，将其消费-2。","UB起動これをアクト：自分の場の他のプリコネ・フォロワー1体を選ぶ。それは攻撃力+1/体力+1する。これを含めず、このターン中に自分のUB能力が3回以上発動していたなら、それは【疾走】を持つ。
----------
ファンファーレ自分のデッキの上4枚を見る。その中から、プリコネ・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。このターン、次に自分がプリコネ・カードをプレイする際、コストを-2する。",,プリンセスコネクト！Re:Dive,,,"二人だけの世界は望めない。それならせめて、二人だけの時を。
全ての命が消えてもなお残る、騎士クンとわたしが紡ぐ物語を。"
6188,CP04-004,涅妃=涅菈,ネフィ＝ネラ,Forest,Follower,プリコネ・〈ジオ・ゲヘナ〉,LG,CP04,5,3,4,"《UB》《入场曲》选择敌方场上的1个从者。给予其4点伤害。将自己的牌堆顶1张卡置于EX区域。
----------
只要有这张卡在场上存在，自己将EX区域的原始消费为1的公主连结类型·从者卡使用之际，将其消费-1。
当自己场上的其他的从者的《UB》能力发动时，将自己的牌堆顶1张卡置于EX区域。","UBファンファーレ相手の場のフォロワー1体を選ぶ。それに4ダメージ。自分のデッキの上1枚をEXエリアに置く。
----------
これが場にいる限り、自分がEXエリアの元のコスト1のプリコネ・フォロワーをプレイする際、コストを-1する。
自分の場の他のフォロワーのUB能力が発動したとき、自分のデッキの上1枚をEXエリアに置く。",,プリンセスコネクト！Re:Dive,,,"さぁ皆の者、百鬼夜行と参ろうぞ。
此処は煉獄、『ジオ・ゲヘナ』。強者のみ生き残る穢土なれば。"
6189,CP04-005,栞,シオリ,Forest,Follower,プリコネ・エリザベスパーク,GR,CP04,2,2,2,"《进化》《消费1》：使这张卡进化。
《入场曲》选择自己场上的1个公主连结类型·从者。将其竖置。这个回合，使其不能对敌方进行攻击。","進化コスト1：これは進化する。
ファンファーレ自分の場のプリコネ・フォロワー1体を選ぶ。それをスタンドする。このターン、それは相手を攻撃できない。",CP04-006,プリンセスコネクト！Re:Dive,,,"ニャットちゃんに抱きつくと、モフモフして気持ちいいです。
あなたの傍も……気持ちいいです。"
